id,section,section_title,source_line,problem,status,disposition,evidence
AF8,AF,ROBUSTNESS PROBLEMS,1653,Timing offset.,implemented_and_tested,Executable software control; scope remains research-only.,docs/ARGUS_X_DISPOSITION.md; docs/LIMITATIONS.md
AF9,AF,ROBUSTNESS PROBLEMS,1655,Amplitude scaling.,implemented_and_tested,Executable software control; scope remains research-only.,docs/ARGUS_X_DISPOSITION.md; docs/LIMITATIONS.md
AF10,AF,ROBUSTNESS PROBLEMS,1657,Frequency shift.,implemented_and_tested,Executable software control; scope remains research-only.,docs/ARGUS_X_DISPOSITION.md; docs/LIMITATIONS.md
AF11,AF,ROBUSTNESS PROBLEMS,1659,Unknown temperature.,partially_mitigated,A bounded software mechanism or test exists; broader robustness/generalization remains open.,docs/ARGUS_X_DISPOSITION.md; docs/LIMITATIONS.md
AF12,AF,ROBUSTNESS PROBLEMS,1661,Unknown material property.,partially_mitigated,A bounded software mechanism or test exists; broader robustness/generalization remains open.,docs/ARGUS_X_DISPOSITION.md; docs/LIMITATIONS.md
AF13,AF,ROBUSTNESS PROBLEMS,1663,Unknown defect type.,partially_mitigated,A bounded software mechanism or test exists; broader robustness/generalization remains open.,docs/ARGUS_X_DISPOSITION.md; docs/LIMITATIONS.md
AF14,AF,ROBUSTNESS PROBLEMS,1665,Missing metadata.,partially_mitigated,A bounded software mechanism or test exists; broader robustness/generalization remains open.,docs/ARGUS_X_DISPOSITION.md; docs/LIMITATIONS.md
AF15,AF,ROBUSTNESS PROBLEMS,1667,Wrong metadata.,partially_mitigated,A bounded software mechanism or test exists; broader robustness/generalization remains open.,docs/ARGUS_X_DISPOSITION.md; docs/LIMITATIONS.md
AF16,AF,ROBUSTNESS PROBLEMS,1669,Structural geometry change.,partially_mitigated,A bounded software mechanism or test exists; broader robustness/generalization remains open.,docs/ARGUS_X_DISPOSITION.md; docs/LIMITATIONS.md
AF17,AF,ROBUSTNESS PROBLEMS,1671,Boundary condition change.,partially_mitigated,A bounded software mechanism or test exists; broader robustness/generalization remains open.,docs/ARGUS_X_DISPOSITION.md; docs/LIMITATIONS.md
AF18,AF,ROBUSTNESS PROBLEMS,1673,Hardware change.,partially_mitigated,A bounded software mechanism or test exists; broader robustness/generalization remains open.,docs/ARGUS_X_DISPOSITION.md; docs/LIMITATIONS.md
AF19,AF,ROBUSTNESS PROBLEMS,1675,Environmental change.,partially_mitigated,A bounded software mechanism or test exists; broader robustness/generalization remains open.,docs/ARGUS_X_DISPOSITION.md; docs/LIMITATIONS.md
AF20,AF,ROBUSTNESS PROBLEMS,1677,Distribution shift.,implemented_and_tested,Executable software control; scope remains research-only.,docs/ARGUS_X_DISPOSITION.md; docs/LIMITATIONS.md
AG1,AG,ADVERSARIAL / SECURITY / INTEGRITY PROBLEMS,1683,Deliberately corrupted sensor readings.,partially_mitigated,A bounded software mechanism or test exists; broader robustness/generalization remains open.,backend/app/evidence/ledger.py; backend/app/services/session_manager.py
AG2,AG,ADVERSARIAL / SECURITY / INTEGRITY PROBLEMS,1685,Malicious data injection.,partially_mitigated,A bounded software mechanism or test exists; broader robustness/generalization remains open.,backend/app/evidence/ledger.py; backend/app/services/session_manager.py
AG3,AG,ADVERSARIAL / SECURITY / INTEGRITY PROBLEMS,1687,Timestamp tampering.,partially_mitigated,A bounded software mechanism or test exists; broader robustness/generalization remains open.,backend/app/evidence/ledger.py; backend/app/services/session_manager.py
AG4,AG,ADVERSARIAL / SECURITY / INTEGRITY PROBLEMS,1689,Sensor spoofing.,partially_mitigated,A bounded software mechanism or test exists; broader robustness/generalization remains open.,backend/app/evidence/ledger.py; backend/app/services/session_manager.py
AG5,AG,ADVERSARIAL / SECURITY / INTEGRITY PROBLEMS,1691,Communication tampering.,partially_mitigated,A bounded software mechanism or test exists; broader robustness/generalization remains open.,backend/app/evidence/ledger.py; backend/app/services/session_manager.py
AG6,AG,ADVERSARIAL / SECURITY / INTEGRITY PROBLEMS,1693,Model input manipulation.,partially_mitigated,A bounded software mechanism or test exists; broader robustness/generalization remains open.,backend/app/evidence/ledger.py; backend/app/services/session_manager.py
AG7,AG,ADVERSARIAL / SECURITY / INTEGRITY PROBLEMS,1695,False telemetry.,partially_mitigated,A bounded software mechanism or test exists; broader robustness/generalization remains open.,backend/app/evidence/ledger.py; backend/app/services/session_manager.py
AG8,AG,ADVERSARIAL / SECURITY / INTEGRITY PROBLEMS,1697,Compromised edge device.,partially_mitigated,A bounded software mechanism or test exists; broader robustness/generalization remains open.,backend/app/evidence/ledger.py; backend/app/services/session_manager.py
AG9,AG,ADVERSARIAL / SECURITY / INTEGRITY PROBLEMS,1699,Need authenticated communication if deployed remotely.,partially_mitigated,A bounded software mechanism or test exists; broader robustness/generalization remains open.,backend/app/evidence/ledger.py; backend/app/services/session_manager.py
AG10,AG,ADVERSARIAL / SECURITY / INTEGRITY PROBLEMS,1701,Need data-integrity checks.,implemented_and_tested,Executable software control; scope remains research-only.,backend/app/evidence/ledger.py; backend/app/services/session_manager.py
AG11,AG,ADVERSARIAL / SECURITY / INTEGRITY PROBLEMS,1703,Need anomaly detection on telemetry.,partially_mitigated,A bounded software mechanism or test exists; broader robustness/generalization remains open.,backend/app/evidence/ledger.py; backend/app/services/session_manager.py
AH1,AH,INTERPRETABILITY PROBLEMS,1709,Neural model may be a black box.,partially_mitigated,A bounded software mechanism or test exists; broader robustness/generalization remains open.,backend/app/active_learning/neo_planner.py; frontend/components/EvidenceLedger.tsx
AH2,AH,INTERPRETABILITY PROBLEMS,1711,Prediction explanation may not reflect actual model reasoning.,partially_mitigated,A bounded software mechanism or test exists; broader robustness/generalization remains open.,backend/app/active_learning/neo_planner.py; frontend/components/EvidenceLedger.tsx
AH3,AH,INTERPRETABILITY PROBLEMS,1713,Saliency may be unreliable.,partially_mitigated,A bounded software mechanism or test exists; broader robustness/generalization remains open.,backend/app/active_learning/neo_planner.py; frontend/components/EvidenceLedger.tsx
AH4,AH,INTERPRETABILITY PROBLEMS,1715,Attention maps are not automatically explanations.,partially_mitigated,A bounded software mechanism or test exists; broader robustness/generalization remains open.,backend/app/active_learning/neo_planner.py; frontend/components/EvidenceLedger.tsx
AH5,AH,INTERPRETABILITY PROBLEMS,1717,Need physics-grounded explanation.,implemented_and_tested,Executable software control; scope remains research-only.,backend/app/active_learning/neo_planner.py; frontend/components/EvidenceLedger.tsx
AH6,AH,INTERPRETABILITY PROBLEMS,1719,Need evidence for each defect hypothesis.,implemented_and_tested,Executable software control; scope remains research-only.,backend/app/active_learning/neo_planner.py; frontend/components/EvidenceLedger.tsx
AH7,AH,INTERPRETABILITY PROBLEMS,1721,Need evidence for next-experiment choice.,implemented_and_tested,Executable software control; scope remains research-only.,backend/app/active_learning/neo_planner.py; frontend/components/EvidenceLedger.tsx
AH8,AH,INTERPRETABILITY PROBLEMS,1723,Need uncertainty explanation.,implemented_and_tested,Executable software control; scope remains research-only.,backend/app/active_learning/neo_planner.py; frontend/components/EvidenceLedger.tsx
AH9,AH,INTERPRETABILITY PROBLEMS,1725,Need reason for abstention.,implemented_and_tested,Executable software control; scope remains research-only.,backend/app/active_learning/neo_planner.py; frontend/components/EvidenceLedger.tsx
AH10,AH,INTERPRETABILITY PROBLEMS,1727,Need reason for sensor rejection.,implemented_and_tested,Executable software control; scope remains research-only.,backend/app/active_learning/neo_planner.py; frontend/components/EvidenceLedger.tsx
AH11,AH,INTERPRETABILITY PROBLEMS,1729,Need traceability to raw measurements.,implemented_and_tested,Executable software control; scope remains research-only.,backend/app/active_learning/neo_planner.py; frontend/components/EvidenceLedger.tsx
AH12,AH,INTERPRETABILITY PROBLEMS,1731,Need inspection-history traceability.,implemented_and_tested,Executable software control; scope remains research-only.,backend/app/active_learning/neo_planner.py; frontend/components/EvidenceLedger.tsx
AI1,AI,EXPERIMENT-TRACEABILITY PROBLEMS,1737,Every measurement should have a unique ID.,implemented_and_tested,Executable software control; scope remains research-only.,backend/app/evidence/ledger.py; backend/app/database/repository.py
AI2,AI,EXPERIMENT-TRACEABILITY PROBLEMS,1739,Every measurement should store timestamp.,implemented_and_tested,Executable software control; scope remains research-only.,backend/app/evidence/ledger.py; backend/app/database/repository.py
AI3,AI,EXPERIMENT-TRACEABILITY PROBLEMS,1741,Store source position.,implemented_and_tested,Executable software control; scope remains research-only.,backend/app/evidence/ledger.py; backend/app/database/repository.py
AI4,AI,EXPERIMENT-TRACEABILITY PROBLEMS,1743,Store receiver position.,implemented_and_tested,Executable software control; scope remains research-only.,backend/app/evidence/ledger.py; backend/app/database/repository.py
AI5,AI,EXPERIMENT-TRACEABILITY PROBLEMS,1745,Store frequency.,implemented_and_tested,Executable software control; scope remains research-only.,backend/app/evidence/ledger.py; backend/app/database/repository.py
AI6,AI,EXPERIMENT-TRACEABILITY PROBLEMS,1747,Store waveform.,implemented_and_tested,Executable software control; scope remains research-only.,backend/app/evidence/ledger.py; backend/app/database/repository.py
AI7,AI,EXPERIMENT-TRACEABILITY PROBLEMS,1749,Store amplitude.,implemented_and_tested,Executable software control; scope remains research-only.,backend/app/evidence/ledger.py; backend/app/database/repository.py
AI8,AI,EXPERIMENT-TRACEABILITY PROBLEMS,1751,Store duration.,implemented_and_tested,Executable software control; scope remains research-only.,backend/app/evidence/ledger.py; backend/app/database/repository.py
AI9,AI,EXPERIMENT-TRACEABILITY PROBLEMS,1753,Store sensor IDs.,implemented_and_tested,Executable software control; scope remains research-only.,backend/app/evidence/ledger.py; backend/app/database/repository.py
AI10,AI,EXPERIMENT-TRACEABILITY PROBLEMS,1755,Store environmental conditions.,implemented_and_tested,Executable software control; scope remains research-only.,backend/app/evidence/ledger.py; backend/app/database/repository.py
AI11,AI,EXPERIMENT-TRACEABILITY PROBLEMS,1757,Store model version.,implemented_and_tested,Executable software control; scope remains research-only.,backend/app/evidence/ledger.py; backend/app/database/repository.py
AI12,AI,EXPERIMENT-TRACEABILITY PROBLEMS,1759,Store digital-twin version.,implemented_and_tested,Executable software control; scope remains research-only.,backend/app/evidence/ledger.py; backend/app/database/repository.py
AI13,AI,EXPERIMENT-TRACEABILITY PROBLEMS,1761,Store planner score.,implemented_and_tested,Executable software control; scope remains research-only.,backend/app/evidence/ledger.py; backend/app/database/repository.py
AI14,AI,EXPERIMENT-TRACEABILITY PROBLEMS,1763,Store posterior before measurement.,implemented_and_tested,Executable software control; scope remains research-only.,backend/app/evidence/ledger.py; backend/app/database/repository.py
AI15,AI,EXPERIMENT-TRACEABILITY PROBLEMS,1765,Store posterior after measurement.,implemented_and_tested,Executable software control; scope remains research-only.,backend/app/evidence/ledger.py; backend/app/database/repository.py
AI16,AI,EXPERIMENT-TRACEABILITY PROBLEMS,1767,Store reason for experiment selection.,implemented_and_tested,Executable software control; scope remains research-only.,backend/app/evidence/ledger.py; backend/app/database/repository.py
AI17,AI,EXPERIMENT-TRACEABILITY PROBLEMS,1769,Store confidence.,implemented_and_tested,Executable software control; scope remains research-only.,backend/app/evidence/ledger.py; backend/app/database/repository.py
AI18,AI,EXPERIMENT-TRACEABILITY PROBLEMS,1771,Store uncertainty.,implemented_and_tested,Executable software control; scope remains research-only.,backend/app/evidence/ledger.py; backend/app/database/repository.py
AI19,AI,EXPERIMENT-TRACEABILITY PROBLEMS,1773,Store OOD score.,implemented_and_tested,Executable software control; scope remains research-only.,backend/app/evidence/ledger.py; backend/app/database/repository.py
AI20,AI,EXPERIMENT-TRACEABILITY PROBLEMS,1775,Store operator overrides.,implemented_and_tested,Executable software control; scope remains research-only.,backend/app/evidence/ledger.py; backend/app/database/repository.py
AI21,AI,EXPERIMENT-TRACEABILITY PROBLEMS,1777,Store hardware faults.,implemented_and_tested,Executable software control; scope remains research-only.,backend/app/evidence/ledger.py; backend/app/database/repository.py
AI22,AI,EXPERIMENT-TRACEABILITY PROBLEMS,1779,Store final decision.,implemented_and_tested,Executable software control; scope remains research-only.,backend/app/evidence/ledger.py; backend/app/database/repository.py
AJ1,AJ,HARDWARE / ROBOTICS PROBLEMS,1785,Probe movement accuracy.,requires_physical_validation,Cannot be closed honestly without representative hardware/panels and independent ground truth.,backend/app/safety/constraints.py; frontend/components/CameraOverlay.tsx
AJ2,AJ,HARDWARE / ROBOTICS PROBLEMS,1787,Probe repeatability.,requires_physical_validation,Cannot be closed honestly without representative hardware/panels and independent ground truth.,backend/app/safety/constraints.py; frontend/components/CameraOverlay.tsx
AJ3,AJ,HARDWARE / ROBOTICS PROBLEMS,1789,Mechanical positioning error.,requires_physical_validation,Cannot be closed honestly without representative hardware/panels and independent ground truth.,backend/app/safety/constraints.py; frontend/components/CameraOverlay.tsx
AJ4,AJ,HARDWARE / ROBOTICS PROBLEMS,1791,Collision avoidance.,implemented_and_tested,Executable software control; scope remains research-only.,backend/app/safety/constraints.py; frontend/components/CameraOverlay.tsx
AJ5,AJ,HARDWARE / ROBOTICS PROBLEMS,1793,Surface accessibility.,implemented_and_tested,Executable software control; scope remains research-only.,backend/app/safety/constraints.py; frontend/components/CameraOverlay.tsx
AJ6,AJ,HARDWARE / ROBOTICS PROBLEMS,1795,Curvature.,implemented_and_tested,Executable software control; scope remains research-only.,backend/app/safety/constraints.py; frontend/components/CameraOverlay.tsx
AJ7,AJ,HARDWARE / ROBOTICS PROBLEMS,1797,Obstructions.,implemented_and_tested,Executable software control; scope remains research-only.,backend/app/safety/constraints.py; frontend/components/CameraOverlay.tsx
